Pick Date,Location,Product Variety,Yield Kg,Total Harvest Cost Per Kg,Pick Rate Kgs/Hr (Picker Only – Derived Kgs)
17/07/2021,[GIN]Top17,Snowchaser FL98-406,596.73,5.35,5.03
19/07/2021,[ATH]01,Arana C00-009,590.39,3.15,9.01
19/07/2021,[ATH]02,Arana C00-009,802.51,3.11,10.53
19/07/2021,[ATH]12,Snowchaser FL98-406,40.87,18.05,1.75
19/07/2021,[ATH]13,Snowchaser FL98-406,162.63,8.40,3.40
19/07/2021,[ATH]15,Snowchaser FL98-406,"1,116.78",4.70,5.73
19/07/2021,[GIN]Top06B,Snowchaser FL98-406,892.38,3.26,9.40
19/07/2021,[GIN]Top07,Snowchaser FL98-406,"2,173.29",2.84,11.74
19/07/2021,[GIN]Valley03,Snowchaser FL98-406,"1,155.90",5.64,4.53
19/07/2021,[GIN]Valley04B,Snowchaser FL98-406,430.63,4.86,5.62
19/07/2021,[RAN]01,Snowchaser FL98-406,350.95,6.35,3.62
19/07/2021,[RAN]02,Snowchaser FL98-406,310.18,7.22,4.04
19/07/2021,[RAN]05,Giant C12-122,"1,697.13",2.14,18.44
19/07/2021,[S1]11-12Ext,Snowchaser FL98-406,"1,623.65",4.94,6.75
19/07/2021,[S1]13Back,Snowchaser FL98-406,442.17,4.88,5.05
19/07/2021,[S1]16-17,Snowchaser FL98-406,576.28,6.32,5.57
19/07/2021,[S1]34,Arana C00-009,108.99,4.02,7.27
19/07/2021,[S1]35,Arana C00-009,54.15,6.45,4.81
19/07/2021,[S1]36-37,Arana C00-009,3.58,9.79,2.98
19/07/2021,[S1]36-37,Kirra C99-042,1.86,18.85,1.55
19/07/2021,[S1]36-37,Snowchaser FL98-406,15.79,12.49,3.29
19/07/2021,[S1]94,Arana C00-009,7.65,14.32,2.04
19/07/2021,[S1]95,Arana C00-009,14.70,18.78,1.96
19/07/2021,[S2]90-92,Arana C00-009,321.42,3.84,11.62
19/07/2021,[WAL]12,Snowchaser FL98-406,"1,335.88",4.26,7.73
19/07/2021,[WAL]13,Snowchaser FL98-406,"1,076.12",4.37,7.47
20/07/2021,[ATH]03,Arana C00-009,491.82,2.90,8.68
20/07/2021,[ATH]04,Arana C00-009,463.48,2.72,9.38
20/07/2021,[ATH]05,Arana C00-009,531.06,3.14,9.13
20/07/2021,[ATH]12,Snowchaser FL98-406,215.17,10.28,2.79
20/07/2021,[ATH]13,Snowchaser FL98-406,149.88,12.38,2.24
20/07/2021,[ATH]18A,Arana C00-009,589.33,2.79,8.63
20/07/2021,[ATH]18B,Arana C00-009,697.74,2.66,13.58
20/07/2021,[ATH]VIP,Selections - H/B,421.26,7.67,4.37
20/07/2021,[Feath]22,Snowchaser FL98-406,604.66,5.60,6.30
20/07/2021,[GIN]Top11,Arana C00-009,821.47,3.30,11.97
20/07/2021,[GIN]Top16,Snowchaser FL98-406,"1,109.77",6.74,4.51
20/07/2021,[GIN]Valley04B,Snowchaser FL98-406,"1,186.00",5.16,6.08
20/07/2021,[GIN]Valley11,Arana C00-009,"1,536.45",2.17,18.95
20/07/2021,[GR]03,Mayra C97-390,39.54,5.68,3.62
20/07/2021,[GR]04,OPI Ridley 1111,89.43,5.39,3.37
20/07/2021,[GR]05,OPI Ridley 1111,219.94,5.84,9.89
20/07/2021,[GR]15,OPI Ridley 1111,67.78,10.24,4.70
20/07/2021,[GR]16,OPI Ridley 1111,55.45,5.49,4.44
20/07/2021,[GR]17,OPI Ridley 1111,137.70,5.27,4.15
20/07/2021,[RAN]02,Snowchaser FL98-406,145.31,6.50,5.03
20/07/2021,[RAN]06,Snowchaser FL98-406,235.15,6.71,4.23
20/07/2021,[RAN]08,Snowchaser FL98-406,477.10,6.18,5.51
20/07/2021,[RAN]09,Arana C00-009,517.93,2.85,11.44
20/07/2021,[RAN]13,Snowchaser FL98-406,39.13,23.47,1.25
20/07/2021,[S1]11-12Ext,Snowchaser FL98-406,165.47,5.26,5.49
20/07/2021,[S1]21Bot,C05-178,0.36,328.71,0.12
20/07/2021,[S1]21Bot,Kirra C99-042,65.10,7.54,3.87
20/07/2021,[S1]28Ext,Snowchaser FL98-406,"1,391.59",5.25,6.09
20/07/2021,[S1]29Ext,Giant C12-122,270.06,4.47,9.50
20/07/2021,[WAL]13,Snowchaser FL98-406,154.34,4.80,8.48
21/07/2021,[ATH]11A,Snowchaser FL98-406,78.41,9.79,3.00
21/07/2021,[ATH]12,Snowchaser FL98-406,491.49,10.96,2.56
21/07/2021,[ATH]16A,Arana C00-009,462.57,2.77,8.99
21/07/2021,[ATH]16B,Arana C00-009,557.25,3.05,11.73
21/07/2021,[Feath]12,R&D,226.02,6.84,4.81
21/07/2021,[Feath]14,Mayra C97-390,31.82,8.19,4.24
21/07/2021,[Feath]15,Corindi Verdure C08-141,15.50,5.00,6.20
21/07/2021,[Feath]15,Kirra C99-042,28.10,11.04,2.81
21/07/2021,[Feath]17,Kirra C99-042,150.84,5.56,5.58
21/07/2021,[Feath]20,Corindi Verdure C08-141,96.33,5.42,6.74
21/07/2021,[Feath]20,Kirra C99-042,96.65,5.56,3.67
21/07/2021,[Feath]23,Corindi Verdure C08-141,128.00,5.46,4.82
21/07/2021,[Feath]23,Kirra C99-042,33.37,6.02,1.45
21/07/2021,[GIN]Top05C,Snowchaser FL98-406,"1,608.69",3.44,8.85
21/07/2021,[GIN]Top06B,Snowchaser FL98-406,858.18,3.18,10.64
21/07/2021,[GIN]Top15,Snowchaser FL98-406,"1,343.05",6.88,4.71
21/07/2021,[GIN]Valley04A,Mayra C97-390,21.58,30.86,3.43
21/07/2021,[GIN]Valley04B,Snowchaser FL98-406,258.57,5.12,4.46
21/07/2021,[KD]Hughs,Snowchaser FL98-406,566.73,5.81,5.38
21/07/2021,[RAN]04,Snowchaser FL98-406,268.02,8.33,4.25
21/07/2021,[RAN]06,Snowchaser FL98-406,98.11,7.24,2.19
21/07/2021,[RAN]07,Snowchaser FL98-406,165.24,7.89,5.76
21/07/2021,[RAN]11,Snowchaser FL98-406,0.00,0.00,0.00
21/07/2021,[RAN]12,Snowchaser FL98-406,384.12,10.75,2.74
21/07/2021,[RAN]17,Snowchaser FL98-406,236.90,6.19,5.36
21/07/2021,[S1]26,C04-177,109.76,5.52,9.68
21/07/2021,[S1]26,Snowchaser FL98-406,"1,345.84",5.56,6.62
21/07/2021,[S1]28Ext,Snowchaser FL98-406,280.89,6.05,4.51
22/07/2021,[ATH]11A,Snowchaser FL98-406,172.24,6.73,4.10
22/07/2021,[ATH]11B,Snowchaser FL98-406,221.80,5.82,4.74
22/07/2021,[ATH]11C,Snowchaser FL98-406,482.87,4.82,5.80
22/07/2021,[ATH]17A,Arana C00-009,341.66,3.67,8.83
22/07/2021,[ATH]17B,Arana C00-009,300.58,3.47,8.62
22/07/2021,[ATH]17C,Arana C00-009,106.62,10.50,14.03
22/07/2021,[ATH]24,Arana C00-009,0.00,0.00,0.00
22/07/2021,[GIN]Top04,Snowchaser FL98-406,"1,296.59",2.83,9.23
22/07/2021,[GIN]Top05B,Snowchaser FL98-406,184.11,3.08,12.68
22/07/2021,[GIN]Top05C,Snowchaser FL98-406,215.95,3.20,7.01
22/07/2021,[GIN]Top14,Arana C00-009,"1,052.43",2.22,16.50
22/07/2021,[GIN]Valley08,Arana C00-009,"1,809.39",2.21,14.41
22/07/2021,[GIN]Valley13A,Kirra C99-042,213.00,4.99,4.14
22/07/2021,[GIN]Valley14,Kirra C99-042,379.47,6.03,4.04
22/07/2021,[KD]15BB,Selections - H/B,346.95,5.54,5.81
22/07/2021,[RAN]13,Snowchaser FL98-406,624.82,6.24,5.24
22/07/2021,[RAN]14,Snowchaser FL98-406,549.14,5.86,6.10
22/07/2021,[RAN]15,Snowchaser FL98-406,744.65,5.74,5.51
22/07/2021,[RAN]16,Snowchaser FL98-406,488.08,5.36,5.95
22/07/2021,[RAN]18,Snowchaser FL98-406,404.84,6.27,4.16
22/07/2021,[RAN]19,Snowchaser FL98-406,496.94,5.76,5.85
22/07/2021,[S1]21Top,OPI Ridley 1111,122.54,10.10,6.38
22/07/2021,[S1]21Top,Snowchaser FL98-406,281.89,5.55,4.70
22/07/2021,[S1]24,C12-069,428.92,2.58,9.18
22/07/2021,[S1]39-41Front,Arana C00-009,767.61,3.14,13.95
22/07/2021,[S1]42-43Back,Arana C00-009,187.60,3.97,9.04
22/07/2021,[S1]42-43Front,Arana C00-009,430.59,3.94,12.95
22/07/2021,[WAL]02B,Giant C12-122,0.00,0.00,0.00
23/07/2021,[ATH]06,Snowchaser FL98-406,503.09,6.01,4.62
23/07/2021,[ATH]19,Arana C00-009,378.01,2.85,12.65
23/07/2021,[ATH]20,Arana C00-009,769.59,2.79,11.75
23/07/2021,[ATH]21,Arana C00-009,456.92,2.82,13.19
23/07/2021,[ATH]22,Arana C00-009,330.33,3.52,12.23
23/07/2021,[ATH]23,Arana C00-009,532.80,3.81,16.44
23/07/2021,[ATH]24,Arana C00-009,433.05,2.90,11.24
23/07/2021,[ATH]25,Arana C00-009,283.14,2.81,10.21
23/07/2021,[ATH]26,Arana C00-009,390.93,3.40,13.08
23/07/2021,[GIN]Top01,Snowchaser FL98-406,"1,225.44",4.01,6.58
23/07/2021,[GIN]Top02,Snowchaser FL98-406,587.90,4.50,7.55
23/07/2021,[GIN]Top03,Snowchaser FL98-406,683.79,3.66,7.25
23/07/2021,[GIN]Top04,Snowchaser FL98-406,"1,721.16",3.32,9.74
23/07/2021,[GIN]Valley14,Kirra C99-042,223.87,10.96,3.74
23/07/2021,[GR]02,Snowchaser FL98-406,536.26,5.06,6.27
23/07/2021,[GR]07,Snowchaser FL98-406,570.36,5.00,6.17
23/07/2021,[GR]08,Snowchaser FL98-406,294.91,5.98,6.85
23/07/2021,[GR]09,Snowchaser FL98-406,184.53,5.39,6.65
23/07/2021,[S1]18-19Bot,Arana C00-009,88.95,4.78,6.11
23/07/2021,[S1]18-19Top,Arana C00-009,228.11,4.36,6.91
23/07/2021,[S1]24-25Ext,Arana C00-009,245.97,3.80,13.33
23/07/2021,[S1]27,Arana C00-009,144.75,3.95,11.91
23/07/2021,[WAL]01A,Snowchaser FL98-406,318.15,5.25,6.99
23/07/2021,[WAL]01B,Arana C00-009,553.07,2.91,7.60
23/07/2021,[WAL]02A,Arana C00-009,263.90,2.83,9.20
23/07/2021,[WAL]02B,Giant C12-122,521.62,4.23,7.48
24/07/2021,[GIN]Top02,Snowchaser FL98-406,684.78,4.51,7.96
24/07/2021,[GIN]Top03,Snowchaser FL98-406,513.79,4.32,6.93
24/07/2021,[GIN]Top07,Snowchaser FL98-406,842.41,4.43,6.55
24/07/2021,[GIN]Top17,Snowchaser FL98-406,193.22,5.90,4.04
24/07/2021,[GR]02,Snowchaser FL98-406,489.76,5.06,6.50
24/07/2021,[GR]06,Snowchaser FL98-406,153.46,5.30,6.33
24/07/2021,[GR]10,Snowchaser FL98-406,237.81,4.82,5.04
24/07/2021,[GR]11,Snowchaser FL98-406,552.75,5.17,7.10
24/07/2021,[GR]12,Snowchaser FL98-406,677.61,4.58,9.06
24/07/2021,[S1]57,Snowchaser FL98-406,756.52,5.44,5.08
24/07/2021,[S1]58,Selections - H/B,127.36,5.45,5.11
24/07/2021,[S1]58,Snowchaser FL98-406,556.62,4.60,6.99
24/07/2021,[WAL]01A,Snowchaser FL98-406,646.59,5.50,5.84
24/07/2021,[WAL]03,Snowchaser FL98-406,"1,615.66",6.09,6.49
24/07/2021,[WAL]09,Snowchaser FL98-406,"3,062.44",5.53,5.94
26/07/2021,[GIN]Top09,Snowchaser FL98-406,440.45,5.77,4.72
26/07/2021,[GIN]Top17,Snowchaser FL98-406,459.65,8.03,4.02
26/07/2021,[GIN]Valley01,Snowchaser FL98-406,772.68,7.03,4.09
26/07/2021,[S1]06A,Snowchaser FL98-406,788.98,5.58,5.86
26/07/2021,[S1]06B,Snowchaser FL98-406,729.11,5.19,5.88
26/07/2021,[S1]12Mid,Kirra C99-042,12.48,14.40,2.48
26/07/2021,[S1]13Front,Giant C12-122,84.06,5.01,9.53
26/07/2021,[S1]13Front,Snowchaser FL98-406,285.19,5.86,6.81
26/07/2021,[S1]16-17,Snowchaser FL98-406,"1,723.14",5.21,5.67
26/07/2021,[S1]20Bot,Arana C00-009,141.83,5.48,6.57
26/07/2021,[S1]20Top,Arana C00-009,170.80,4.38,7.22
26/07/2021,[S3]X,Corindi Verdure C08-141,3.17,19.38,1.55
26/07/2021,[S3]X,Kirra C99-042,15.29,14.66,2.06
26/07/2021,[S3]Y,Corindi Verdure C08-141,0.23,125.73,0.24
26/07/2021,[S3]Y,Kirra C99-042,2.20,54.22,0.92
26/07/2021,[WAL]03,Snowchaser FL98-406,"1,061.29",6.68,6.33
26/07/2021,[WAL]05,Arana C00-009,0.00,0.00,0.00
26/07/2021,[WAL]08,Snowchaser FL98-406,"1,919.23",5.08,7.10
26/07/2021,[WAL]09,Snowchaser FL98-406,"1,056.89",5.56,5.79
26/07/2021,[WAL]11,Snowchaser FL98-406,"1,023.99",5.26,7.79
27/07/2021,[GIN]Valley02,Snowchaser FL98-406,"1,812.35",6.57,5.45
27/07/2021,[GIN]Valley06,Mayra C97-390,355.17,6.02,6.41
27/07/2021,[GIN]Valley12,Arana C00-009,"1,069.89",3.27,14.01
27/07/2021,[GR]06,Selections - H/B,328.68,7.01,4.48
27/07/2021,[S1]01,Arana C00-009,215.12,2.99,8.62
27/07/2021,[S1]02,Arana C00-009,275.01,4.83,11.02
27/07/2021,[S1]03,Arana C00-009,197.73,4.16,14.05
27/07/2021,[S1]04,Arana C00-009,162.07,3.27,13.16
27/07/2021,[S1]16-17,Snowchaser FL98-406,659.56,5.11,5.46
27/07/2021,[S1]32-33,Arana C00-009,488.51,3.44,8.98
27/07/2021,[S3]Mrow01-30,Arana C00-009,12.29,27.24,1.07
27/07/2021,[S3]Mrow31-87,Arana C00-009,7.07,33.31,0.80
27/07/2021,[S3]Nrow01-54,Arana C00-009,24.08,14.96,1.78
27/07/2021,[S3]Nrow55-105,Arana C00-009,62.37,6.66,4.00
27/07/2021,[S3]R,Arana C00-009,644.49,2.59,12.89
27/07/2021,[S3]S,Arana C00-009,363.05,3.32,15.13
27/07/2021,[S3]U,Arana C00-009,891.10,3.14,16.64
27/07/2021,[S3]V,Arana C00-009,421.49,3.36,20.26
27/07/2021,[WAL]04,Arana C00-009,973.90,3.67,10.73
27/07/2021,[WAL]05,Arana C00-009,"1,310.77",3.79,12.01
27/07/2021,[WAL]08,Snowchaser FL98-406,"2,340.91",5.29,6.73
27/07/2021,[WAL]10,Snowchaser FL98-406,"1,438.67",5.41,8.13
27/07/2021,[WAL]11,Snowchaser FL98-406,"1,551.36",5.60,6.85
28/07/2021,[Feath]11,R&D,658.92,5.17,5.86
28/07/2021,[GIN]Top05C,Snowchaser FL98-406,587.28,4.82,6.08
28/07/2021,[GIN]Top09,Snowchaser FL98-406,"1,047.90",6.99,4.14
28/07/2021,[GIN]Valley09,Akala C03-158,338.07,4.70,8.75
28/07/2021,[GIN]Valley10,Akala C03-158,412.44,5.76,8.54
28/07/2021,[GIN]Valley13B,Arana C00-009,431.03,2.47,13.68
28/07/2021,[WAL]06,Arana C00-009,804.81,2.85,13.19
28/07/2021,[WAL]07,Arana C00-009,"1,511.26",2.70,11.62
28/07/2021,[WAL]10,Snowchaser FL98-406,"2,540.20",5.53,7.07
28/07/2021,[WAL]11,Snowchaser FL98-406,666.52,5.97,7.22
28/07/2021,[WAL]16A,Delight C13-051,168.59,6.76,5.09
29/07/2021,[ATH]07,Arana C00-009,512.36,3.26,9.18
29/07/2021,[ATH]09,Arana C00-009,387.22,3.78,8.27
29/07/2021,[GIN]Top03,Snowchaser FL98-406,599.36,4.20,5.66
29/07/2021,[GIN]Top05B,Snowchaser FL98-406,71.96,4.26,8.72
29/07/2021,[GIN]Top05C,Snowchaser FL98-406,294.14,4.32,6.82
29/07/2021,[GIN]Top06B,Snowchaser FL98-406,96.22,4.44,6.41
29/07/2021,[GIN]Top08A,Arana C00-009,115.02,4.54,12.24
29/07/2021,[GIN]Top08B,Snowchaser FL98-406,517.51,5.20,6.81
29/07/2021,[GIN]Valley07,Arana C00-009,"1,447.58",2.66,20.57
29/07/2021,[RAN]03,Snowchaser FL98-406,940.98,5.01,6.46
29/07/2021,[RAN]10,Snowchaser FL98-406,"1,101.80",4.81,5.65
29/07/2021,[RAN]11,Snowchaser FL98-406,657.31,4.90,4.77
29/07/2021,[RAN]TRIAL1-2,Snowchaser FL98-406,465.06,5.30,8.56
29/07/2021,[S1]11-12Ext,Kirra C99-042,64.58,5.13,5.91
29/07/2021,[S1]11-12Ext,Snowchaser FL98-406,"2,406.69",4.80,7.04
29/07/2021,[S1]13Back,Snowchaser FL98-406,682.95,5.46,6.07
29/07/2021,[S1]48BC,Arana C00-009,599.35,2.57,16.09
29/07/2021,[S1]49A,Arana C00-009,232.16,3.54,13.84
29/07/2021,[S1]50-51A,Arana C00-009,150.87,3.34,13.82
29/07/2021,[S1]50-51B,Arana C00-009,16.78,7.29,3.80
29/07/2021,[S1]50-51B,C05-200,344.70,3.66,9.53
29/07/2021,[S1]50-51C,Arana C00-009,50.04,3.29,7.70
29/07/2021,[S1]50-51D,Arana C00-009,262.88,2.90,12.18
29/07/2021,[S2]85,Selections - H/B,836.27,4.29,6.98
29/07/2021,[WAL]14,Arana C00-009,"1,431.81",1.75,20.54
29/07/2021,[WAL]16,Arana C00-009,"1,303.87",2.26,34.24
29/07/2021,[WAL]16D,C14-409,47.83,9.47,3.52
29/07/2021,[WAL]16E,C13-114,212.41,2.70,10.08
30/07/2021,[ATH]08,Arana C00-009,899.46,3.53,9.80
30/07/2021,[ATH]09,Arana C00-009,78.19,4.92,5.21
30/07/2021,[ATH]10,Arana C00-009,226.40,4.62,7.40
30/07/2021,[ATH]14,Snowchaser FL98-406,438.50,10.24,2.82
30/07/2021,[ATH]15,Snowchaser FL98-406,147.32,10.10,2.65
30/07/2021,[Feath]05,Akala C03-158,93.11,11.03,3.34
30/07/2021,[Feath]10,R&D,152.51,6.19,4.33
30/07/2021,[Feath]22,Snowchaser FL98-406,866.40,5.63,4.98
30/07/2021,[GIN]Top01,Snowchaser FL98-406,454.42,4.31,7.01
30/07/2021,[GIN]Top03,Snowchaser FL98-406,826.18,4.79,6.17
30/07/2021,[GIN]Top04,Snowchaser FL98-406,"1,284.04",4.27,5.93
30/07/2021,[GIN]Top05A,Arana C00-009,156.73,2.19,28.81
30/07/2021,[GIN]Top06B,Snowchaser FL98-406,"1,128.35",4.31,7.78
30/07/2021,[Ponds]MacGregor,Corindi Verdure C08-141,1.91,37.82,1.41
30/07/2021,[Ponds]Miller,FL05-185,4.34,45.78,0.59
30/07/2021,[Ponds]Parker,Corindi Verdure C08-141,159.91,4.85,3.98
30/07/2021,[Ponds]Parker,Kirra C99-042,181.69,4.85,3.98
30/07/2021,[Ponds]Pollard,Mayra C97-390,180.50,4.44,7.35
30/07/2021,[Ponds]Stokes,Mayra C97-390,70.52,7.19,4.00
30/07/2021,[RAN]05,Giant C12-122,"1,088.45",2.01,14.40
30/07/2021,[RAN]TRIAL1-2,Snowchaser FL98-406,230.21,5.14,7.58
30/07/2021,[RAN]TRIAL3,Arana C00-009,130.87,3.77,10.35
30/07/2021,[RAN]TRIAL4,Snowchaser FL98-406,269.61,5.54,12.67
30/07/2021,[S1]28Ext,Snowchaser FL98-406,888.16,4.98,5.55
30/07/2021,[S2]85,Selections - H/B,83.98,6.25,4.94
30/07/2021,[S2]86,Selections - H/B,630.52,4.18,7.83
30/07/2021,[S2]87,R&D,205.45,5.28,5.38
30/07/2021,[Tols]01,Arana C00-009,2.13,253.12,0.12
30/07/2021,[Tols]02,Arana C00-009,31.77,6.11,4.53
30/07/2021,[Tols]03,Arana C00-009,6.14,56.20,0.49
30/07/2021,[Tols]04,Arana C00-009,15.56,2.08,13.30
30/07/2021,[Tols]05,Arana C00-009,56.49,6.11,4.53
30/07/2021,[Tols]06,Arana C00-009,31.03,11.47,2.41
30/07/2021,[Tols]07,Arana C00-009,65.51,9.55,21.00
30/07/2021,[WAL]15,Arana C00-009,"1,455.45",1.77,21.05
30/07/2021,[WAL]17,Arana C00-009,"1,866.86",1.59,20.98
31/07/2021,[KD]Hughs,Snowchaser FL98-406,473.58,5.67,4.66
31/07/2021,[S1]26,C04-177,83.28,5.40,7.92
31/07/2021,[S1]26,Snowchaser FL98-406,"1,285.87",5.34,6.16
31/07/2021,[S1]28Ext,Snowchaser FL98-406,584.12,5.64,5.19
31/07/2021,[S2]86,Selections - H/B,528.22,4.61,6.86
1/08/2021,[GR]07,Snowchaser FL98-406,523.49,5.91,6.27
1/08/2021,[GR]08,Snowchaser FL98-406,301.64,5.49,5.22
1/08/2021,[GR]09,Snowchaser FL98-406,248.28,5.76,5.29
1/08/2021,[GR]10,Snowchaser FL98-406,212.38,6.60,4.64
1/08/2021,[GR]11,Snowchaser FL98-406,567.61,5.47,6.14
2/08/2021,[Feath]14,Kirra C99-042,54.30,7.23,7.69
2/08/2021,[Feath]14,Mayra C97-390,132.37,6.69,5.13
2/08/2021,[Feath]17,Corindi Verdure C08-141,174.51,5.32,5.39
2/08/2021,[Feath]17,Kirra C99-042,181.94,5.08,4.49
2/08/2021,[Feath]20,Corindi Verdure C08-141,128.35,5.16,3.54
2/08/2021,[Feath]20,Kirra C99-042,207.08,6.66,4.39
2/08/2021,[Feath]23,Corindi Verdure C08-141,109.28,5.34,4.30
2/08/2021,[Feath]23,Kirra C99-042,58.88,6.26,2.29
2/08/2021,[GIN]Top01,Snowchaser FL98-406,592.21,4.58,7.02
2/08/2021,[GIN]Top02,Snowchaser FL98-406,"1,219.68",3.31,8.48
2/08/2021,[GIN]Top04,Snowchaser FL98-406,714.52,4.98,6.92
2/08/2021,[GIN]Top06A,VIP,106.34,4.07,7.46
2/08/2021,[GIN]Valley04A,Mayra C97-390,23.10,5.95,2.00
2/08/2021,[GIN]Valley04B,Snowchaser FL98-406,834.11,5.30,4.78
2/08/2021,[GIN]Valley05,VIP,416.80,4.25,8.17
2/08/2021,[GR]02,Snowchaser FL98-406,924.07,5.53,6.17
2/08/2021,[GR]06,Snowchaser FL98-406,155.29,5.55,5.60
2/08/2021,[GR]12,Snowchaser FL98-406,420.32,5.54,7.13
2/08/2021,[RAN]12,Snowchaser FL98-406,662.86,4.91,5.76
2/08/2021,[RAN]15,Snowchaser FL98-406,290.93,4.56,5.81
2/08/2021,[RAN]16,Snowchaser FL98-406,189.19,4.52,6.40
2/08/2021,[RAN]18,Snowchaser FL98-406,819.12,4.70,5.94
2/08/2021,[RAN]19,Snowchaser FL98-406,"1,308.97",4.47,10.29
2/08/2021,[S1]24,C12-069,76.24,3.18,7.77
2/08/2021,[S1]32-33Ext,Arana C00-009,"1,127.88",2.64,17.56
2/08/2021,[S1]34,Arana C00-009,379.90,3.38,12.98
2/08/2021,[S1]35,Arana C00-009,242.14,4.22,8.81
2/08/2021,[S1]36-37,Arana C00-009,57.96,7.47,4.31
2/08/2021,[S1]94,Arana C00-009,44.16,5.16,5.84
2/08/2021,[S1]95,Arana C00-009,72.24,5.65,6.02
2/08/2021,[S2]90-92,Arana C00-009,683.19,2.99,13.33
2/08/2021,[WAL]12,Snowchaser FL98-406,"1,196.83",4.21,7.92
3/08/2021,[ATH]01,Arana C00-009,470.64,2.90,8.79
3/08/2021,[ATH]02,Arana C00-009,970.65,3.04,11.51
3/08/2021,[ATH]03,Arana C00-009,678.82,2.84,8.80
3/08/2021,[ATH]05,Arana C00-009,541.09,3.57,9.59
3/08/2021,[GIN]Top02,Snowchaser FL98-406,192.59,3.65,6.15
3/08/2021,[GIN]Top07,Snowchaser FL98-406,719.87,3.70,9.26
3/08/2021,[GIN]Top11,Arana C00-009,"1,575.48",2.13,17.07
3/08/2021,[GIN]Valley04B,Snowchaser FL98-406,793.09,5.75,4.32
3/08/2021,[GIN]Valley08,Arana C00-009,"1,366.00",2.26,16.11
3/08/2021,[RAN]12,Snowchaser FL98-406,119.73,4.74,5.11
3/08/2021,[RAN]14,Snowchaser FL98-406,587.81,4.73,8.14
3/08/2021,[RAN]15,Snowchaser FL98-406,949.57,4.74,6.21
3/08/2021,[RAN]16,Snowchaser FL98-406,793.85,4.69,7.10
3/08/2021,[RAN]17,Snowchaser FL98-406,539.99,5.75,5.43
3/08/2021,[S1]22-23,Arana C00-009,26.40,10.52,3.09
3/08/2021,[S1]24,C12-069,292.91,3.48,6.79
3/08/2021,[S1]29Ext,Giant C12-122,649.75,3.54,11.09
3/08/2021,[S1]32-33,Selections - H/B,189.30,5.07,6.97
3/08/2021,[S1]36-37,Arana C00-009,23.15,6.16,6.31
3/08/2021,[S1]36-37,Kirra C99-042,2.19,16.01,1.82
3/08/2021,[S1]36-37,Snowchaser FL98-406,32.25,12.23,2.76
3/08/2021,[S1]39-41Front,Arana C00-009,"1,219.12",2.80,16.31
3/08/2021,[S1]42-43Back,Arana C00-009,497.28,3.19,9.38
3/08/2021,[S1]42-43Front,Arana C00-009,686.98,3.66,8.76
3/08/2021,[WAL]01A,Snowchaser FL98-406,755.56,4.67,5.84
3/08/2021,[WAL]01B,Arana C00-009,451.14,2.41,8.39
3/08/2021,[WAL]02A,Arana C00-009,287.56,2.40,9.39
3/08/2021,[WAL]13,Snowchaser FL98-406,681.53,4.13,8.32
4/08/2021,[GIN]Top07,Snowchaser FL98-406,"1,193.47",3.83,10.46
4/08/2021,[GIN]Top17,Snowchaser FL98-406,437.45,5.00,5.00
4/08/2021,[GIN]Valley03,Snowchaser FL98-406,912.13,7.46,3.96
4/08/2021,[GIN]Valley04B,Snowchaser FL98-406,233.72,7.19,4.55
4/08/2021,[GR]04,OPI Ridley 1111,415.09,4.49,6.87
4/08/2021,[GR]05,OPI Ridley 1111,245.11,4.05,7.93
4/08/2021,[GR]13,Kirra C99-042,25.61,17.47,1.73
4/08/2021,[GR]14,Kirra C99-042,17.68,21.85,1.30
4/08/2021,[GR]15,OPI Ridley 1111,112.62,4.94,5.07
4/08/2021,[GR]16,OPI Ridley 1111,256.96,6.32,5.83
4/08/2021,[GR]17,OPI Ridley 1111,408.94,5.17,6.99
4/08/2021,[KD]26B,Arana C00-009,73.44,5.05,9.79
4/08/2021,[KD]26B,Corindi Verdure C08-141,14.11,10.25,2.85
4/08/2021,[RAN]09,Arana C00-009,609.51,3.07,11.69
4/08/2021,[RAN]13,Snowchaser FL98-406,"1,209.85",4.74,6.61
4/08/2021,[RAN]14,Snowchaser FL98-406,484.17,5.16,7.64
4/08/2021,[S1]06A,Snowchaser FL98-406,608.82,5.77,5.16
4/08/2021,[S1]06B,Snowchaser FL98-406,465.36,5.33,5.98
4/08/2021,[S1]24,C12-069,100.97,4.17,8.63
4/08/2021,[S1]29Ext,Giant C12-122,47.64,5.70,9.07
4/08/2021,[S1]39-41Front,Arana C00-009,774.99,2.89,14.44
4/08/2021,[S1]57,Snowchaser FL98-406,800.59,5.85,5.34
4/08/2021,[S1]58,Selections - H/B,14.10,9.32,3.13
4/08/2021,[S2]83,Arana C00-009,121.23,3.93,10.78
4/08/2021,[S2]88,R&D,44.10,4.97,5.88
4/08/2021,[WAL]02B,Giant C12-122,661.85,4.11,7.30
4/08/2021,[WAL]08,Snowchaser FL98-406,992.70,4.67,5.36
4/08/2021,[WAL]09,Snowchaser FL98-406,"3,153.10",4.67,6.09
4/08/2021,[WAL]13,Snowchaser FL98-406,310.31,4.14,6.84
5/08/2021,[ATH]17A,Arana C00-009,239.69,3.27,10.84
5/08/2021,[ATH]17B,Arana C00-009,136.02,3.29,5.97
5/08/2021,[ATH]17C,Arana C00-009,39.19,11.53,4.40
5/08/2021,[ATH]18A,Arana C00-009,"1,167.68",3.78,12.19
